Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
1.4318670655440953,No,0.8020249873085814,-1.0109093429124179,2,4,0.005355811294843447,3,4,4,2.31518198816021,-1.0818986540037887,9,1.855984331273588,4,3,0.0,1,2.6639302300699153,-1.3960855268088614,2,-0.32789331844000197,-0.063295899399149,-0.3687152874355457,-0.3148734873096303,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.10115885313749257,No,-1.4539580424342708,-0.3939381836990763,2,2,0.8910731041795485,3,2,2,-0.3318770551341822,-1.6153920453594492,6,1.3093409798465847,4,4,0.0,2,-0.5502079870438897,-2.171981830933257,3,-0.6544537372115486,-0.6154915796172451,-0.6791456840737199,-0.8755809692540959,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.7436866231534796,Yes,-1.1539866725453862,-0.270543951856408,1,2,-1.7168722582031943,3,1,2,-0.8125037653550776,-1.3697264900144297,1,-0.6039107501479274,3,2,0.0,0,-1.3216011591512031,0.1557070814399298,3,-0.9810141559830953,-1.1676872598353414,-0.3687152874355457,-1.1559347102263289,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.4318670655440953,No,1.0995172549669796,-0.7641208792270812,3,1,1.6291708482501361,3,5,2,2.4853773881986436,-0.8873899991997228,1,-1.1505541015749308,3,3,0.0,1,2.6639302300699153,-0.6201892226844657,3,4.080672334975878,0.21280194070989908,2.4251582823080224,0.8065414765793012,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.6508707682128936,No,0.4747834928843435,-0.270543951856408,4,2,1.038692652993666,3,3,2,0.8376054440063166,0.14179127184809115,7,1.036019304133083,3,4,0.0,0,0.8640128284861845,0.9316033855643254,3,0.16194730971731802,0.48889978081894714,0.5625759024789769,-1.1559347102263289,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.42966440714069,Yes,1.1763694241120657,0.7166099028849382,1,2,-0.4867093514188816,3,3,3,1.5101003767424501,1.4484003496756928,7,-0.8772324258614291,3,4,0.0,0,0.4783162424325279,-0.6201892226844657,4,-0.0013328996684553085,0.48889978081894714,1.4938670923934996,0.8065414765793012,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.103361511540898,No,0.49213720849775006,-0.6407266473844129,3,3,1.2847252343505287,2,3,2,0.8138078350121786,0.6967874263432186,8,-0.8772324258614291,3,3,0.0,1,2.1496681153317065,0.9316033855643254,3,2.4478702411181446,1.8693889813641875,3.666879868860719,1.6476026994959998,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.6341847718190805,No,1.0598516192791931,-1.0109093429124179,2,4,-1.6184592256604493,2,2,4,-0.36714851132192255,0.6792198093992097,6,1.855984331273588,4,1,0.0,2,-0.9359045730975464,-0.6201892226844657,1,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.9771736638126857,Yes,0.2169568609137318,-0.8875151110697495,4,3,-0.9787745141326066,3,1,3,-0.4506526214531391,0.2896403360488696,6,0.4893759527060795,3,4,0.0,0,-0.8073390444129942,0.1557070814399298,2,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.8755809692540959,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.42966440714069,No,-0.6755199420614625,0.8400041347276065,3,3,-1.4708396768463317,3,2,4,-0.24114867084403085,0.2553483477741643,1,2.675949358414093,4,3,0.0,1,-0.5502079870438897,-0.6201892226844657,3,-0.16461310905422863,0.21280194070989908,-0.3687152874355457,-0.5952272282818631,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.33684855220010396,No,-0.42760971901279743,-0.6407266473844129,4,3,0.05456232756621595,2,3,4,0.9247216912170005,-0.8096708618394277,7,-1.1505541015749308,3,1,0.0,1,0.4783162424325279,-0.6201892226844657,2,0.8150681472604113,1.8693889813641875,-0.058284890797371494,1.9279564404682326,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.0866755151470848,No,-0.023516055443473325,-0.8875151110697495,1,4,-1.1263940629467242,1,2,4,-0.3042548304088434,0.8543338150970898,3,1.3093409798465847,4,2,0.0,0,-0.42164245835933756,0.1557070814399298,3,-0.16461310905422863,-0.6154915796172451,-0.6791456840737199,-1.1559347102263289,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.33684855220010396,No,-0.643291613065136,-1.0109093429124179,4,1,0.841866587908176,3,1,4,-0.8705104372782891,-1.4409807443393294,8,1.036019304133083,3,3,0.0,2,-0.42164245835933756,0.1557070814399298,2,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.979376322216091,No,0.7152564092415487,-0.8875151110697495,1,4,-0.043850704976529056,3,3,2,0.950431608076739,0.21079687120415788,3,0.7626976284195812,3,2,0.0,1,1.5068404719089457,0.9316033855643254,3,-0.6544537372115486,-0.6154915796172451,-0.3687152874355457,-0.5952272282818631,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.42966440714069,Yes,0.5318028441855365,1.950552221311621,3,1,-0.5359158676902541,2,1,2,-0.890270951889493,-1.590937922573389,4,1.3093409798465847,4,2,0.0,0,-0.8073390444129942,-2.171981830933257,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.008342998196906572,Yes,-0.4400052301652307,-1.0109093429124179,4,1,-0.9787745141326066,2,3,3,0.8724519428905902,0.08557489762726286,5,-1.1505541015749308,3,3,0.0,0,0.7354472998016324,-0.6201892226844657,1,1.141628566031958,-0.8915894197262932,2.7355886789461965,0.8065414765793012,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.3201625558062908,No,-0.7226228844407089,-0.7641208792270812,2,4,-1.6676657419318217,1,2,4,-0.10070028204826965,1.5515573963709128,5,-0.8772324258614291,3,1,0.0,0,-0.678773515728442,0.1557070814399298,3,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
